Paragraph text,Classification_label
"And to keep pushing the number of infections down there are two more things we must do. We must reverse rapidly the awful epidemics in care homes and in the NHS, and though the numbers are coming down sharply now, there is plainly much more to be done.","0,0,0,0,0,0,0,0"
"And if we are to control this virus, then we must have a world-beating system for testing potential victims, and for tracing their contacts.","0,0,1,0,0,0,0,0"
"So that – all told - we are testing literally hundreds of thousands of people every day. We have made fast progress on testing – but there is so much more to do now, and we can. When this began, we hadn’t seen this disease before, and we didn’t fully understand its effects.","0,0,0,0,0,0,0,0"
"We are shining the light of science on this invisible killer, and we will pick it up where it strikes. Because our new system will be able in time to detect local flare-ups – in your area – as well as giving us a national picture. And yet when I look at where we are tonight, we have the R below one, between 0.5 and 0.9 – but potentially only just below one.","0,0,0,0,0,0,0,0"
And though we have made progress in satisfying at least some of the conditions I have given. We have by no means fulfilled all of them.,"0,0,0,0,0,0,0,0"
"And so no, this is not the time simply to end the lockdown this week. Instead we are taking the first careful steps to modify our measures.","0,0,0,1,0,0,0,0"
"And the first step is a change of emphasis that we hope that people will act on this week. We said that you should work from home if you can, and only go to work if you must.","0,0,0,0,0,0,0,0"
"We now need to stress that anyone who can’t work from home, for instance those in construction or manufacturing, should be actively encouraged to go to work.","0,0,0,1,0,0,0,0"
"And we want it to be safe for you to get to work. So you should avoid public transport if at all possible – because we must and will maintain social distancing, and capacity will therefore be limited.","0,0,0,0,0,0,0,0"
"So work from home if you can, but you should go to work if you can’t work from home.","0,0,0,1,0,0,0,0"
And to ensure you are safe at work we have been working to establish new guidance for employers to make workplaces COVID-secure.,"0,0,0,0,0,0,0,0"
"And when you do go to work, if possible do so by car or even better by walking or bicycle. But just as with workplaces, public transport operators will also be following COVID-secure standards.","0,0,0,1,0,0,0,0"
"And from this Wednesday, we want to encourage people to take more and even unlimited amounts of outdoor exercise. You can sit in the sun in your local park, you can drive to other destinations, you can even play sports but only with members of your own household.","0,0,1,0,0,0,0,0"
You must obey the rules on social distancing and to enforce those rules we will increase the fines for the small minority who break them.,"0,0,1,0,0,0,0,0"
"And so every day, with ever increasing data, we will be monitoring the R and the number of new infections, and the progress we are making, and if we as a nation begin to fulfil the conditions I have set out, then in the next few weeks and months we may be able to go further.","0,0,0,0,0,0,0,0"
"In step two – at the earliest by June 1 – after half term – we believe we may be in a position to begin the phased reopening of shops and to get primary pupils back into schools, in stages, beginning with reception, Year 1 and Year 6.","0,0,0,1,0,0,0,0"
Our ambition is that secondary pupils facing exams next year will get at least some time with their teachers before the holidays. And we will shortly be setting out detailed guidance on how to make it work in schools and shops and on transport.,"0,0,0,1,0,0,0,0"
"And step three - at the earliest by July - and subject to all these conditions and further scientific advice; if and only if the numbers support it, we will hope to re-open at least some of the hospitality industry and other public places, provided they are safe and enforce social distancing.","0,0,0,0,0,0,0,0"
"Throughout this period of the next two months we will be driven not by mere hope or economic necessity. We are going to be driven by the science, the data and public health.","0,0,0,0,0,0,0,0"
"And I must stress again that all of this is conditional, it all depends on a series of big Ifs. It depends on all of us – the entire country – to follow the advice, to observe social distancing, and to keep that R down.","0,0,0,0,0,0,0,0"
"And to prevent re-infection from abroad, I am serving notice that it will soon be the time – with transmission significantly lower – to impose quarantine on people coming into this country by air.","0,0,1,0,0,0,0,0"
"And it is because of your efforts to get the R down and the number of infections down here, that this measure will now be effective. And of course we will be monitoring our progress locally, regionally, and nationally and if there are outbreaks, if there are problems, we will not hesitate to put on the brakes.","0,0,0,0,0,0,0,0"
"We have been through the initial peak – but it is coming down the mountain that is often more dangerous. We have a route, and we have a plan, and everyone in government has the all-consuming pressure and challenge to save lives, restore livelihoods and gradually restore the freedoms that we need.","0,0,0,0,0,0,0,0"
"A power to make subordinate legislation conferred by virtue of Part 1 includes power to make— (a)incidental, supplementary, consequential, transitional, transitory or saving provision, (b)different provision for different purposes or areas.","1,0,0,0,0,0,0,0"
"(1)The Scottish Ministers may by regulations—
(a)suspend the operation of any provision of Part 1,
(b)revive the operation of a provision so suspended.","1,0,0,0,0,0,0,0"
(2)Sections 15 to 17 of the Interpretation and Legislative Reform (Scotland) Act 2010 (effect of repeals) apply to the suspension of a provision by regulations under subsection (1)(a) as if the provision had been repealed by an Act.,"0,0,0,0,0,0,0,0"
(3)The powers in subsection (1) may be exercised more than once in relation to the same provision.,"0,0,0,0,0,0,0,0"
"(4)Regulations under this section may make—
(a)different provision for different purposes or areas,
(b)consequential provision,
(c)transitional, transitory or saving provision.","0,0,0,0,0,0,0,0"
(5)The power under subsection (4)(b) and (c) includes power to modify any enactment (including this Act).,"0,0,0,0,0,0,0,0"
"(6)Regulations under this section—
(a)which add to, replace or omit any part of the text of an Act are subject to the affirmative procedure,
(b)otherwise, are subject to the negative procedure.","0,0,0,0,0,0,0,0"
(1)Part 1 expires on 30 September 2020.,"0,0,0,0,0,0,0,0"
(2)Subsection (1) is subject to section 10 (power to bring forward expiry).,"0,0,0,0,0,0,0,0"
"(3)The Scottish Ministers may by regulations— (a)amend subsection (1) so as to replace “30 September 2020” with “31 March 2021”,","0,0,0,0,0,0,0,0"
(3)The Scottish Ministers may by regulations(b)further amend subsection (1) so as to replace “31 March 2021” with “30 September 2021”.,"0,0,0,0,0,0,0,0"
(4)The power conferred by subsection (3)(b) may be used only after 30 September 2020.,"0,0,0,0,0,0,0,0"
(5)Regulations under subsection (3) are subject to the affirmative procedure.,"0,0,0,0,0,0,0,0"
"(6)Before laying a draft Scottish statutory instrument containing regulations under subsection (3) before the Scottish Parliament in accordance with section 29(2) of the Interpretation and Legislative Reform (Scotland) Act 2010 (instruments subject to affirmative procedure), the Scottish Ministers must lay before the Parliament a statement of their reasons why the regulations should be made.","1,0,0,0,0,0,0,0"
(7)Subsection (8) applies if regulations under subsection (3) are made in accordance with paragraph 23 of schedule 7 of the Coronavirus (Scotland) Act 2020.,"0,0,0,0,0,0,0,0"
"(8)The Scottish Ministers must, at the same time as laying the regulations before the Parliament in accordance with paragraph 26 of that schedule, lay before the Parliament a statement of their reasons for making the regulations.","1,0,0,0,0,0,0,0"
"(9)The Scottish Ministers may by regulations make— (a)consequential provision, (b)transitional, transitory or saving provision,in connection with the expiry under subsection (1) of any provision of this Act.","1,0,0,0,0,0,0,0"
"(10)Regulations under subsection (9) may—
(a)make different provision for different purposes or areas,
(b)modify any enactment (including this Act).","0,0,0,0,0,0,0,0"
"(11)Regulations under subsection (9)—
(a)which add to, replace or omit any part of the text of an Act are subject to the affirmative procedure,
(b)otherwise, are subject to the negative procedure.","0,0,0,0,0,0,0,0"
"1) This regulation applies where a person (“P”) arrives in Scotland— (a)from outside the common travel area, or$ (b)from within the common travel area, if P has been outside the common travel area at any time in the period beginning with the 14th day before P’s arrival into Scotland.","0,0,0,0,0,0,0,0"
"(2) P must provide to the Secretary of State— (a)P’s passenger information, and (b)where P is accompanied by any child for whom P has responsibility, passenger information pertaining to that child.","0,1,0,0,0,0,0,0"
"(3) The requirement in paragraph (2) can be complied with— (a)by P prior to P’s arrival into Scotland submitting electronically to the Secretary of State a Passenger Locator Form containing—
(i)P’s passenger information, an (ii)where P is accompanied by any child for whom P has responsibility, passenger information pertaining to that child,","0,1,0,0,0,0,0,0"
"(b)where P has arrived in Scotland from England, Wales or Northern Ireland by P prior to P’s arrival into England, Wales or Northern Ireland having submitted electronically to the Secretary of State a Passenger Locator Form containing— (i)P’s passenger information, and (ii)where P is accompanied by any child for whom P has responsibility, passenger information pertaining to that child, or","0,1,0,0,0,0,0,0"
"(c)by P as soon as reasonably practicable upon arriving in Scotland submitting electronically, using a facility provided by the Secretary of State for this purpose, a Passenger Locator Form, containing—
(i)P’s passenger information, and (ii)where P is accompanied by any child for whom P has responsibility, passenger information pertaining to that child.","0,0,0,0,0,0,0,0"
"(4) P is not required to comply with the requirement in paragraph (2) where P is— (a)a child and the child’s passenger information has been provided under paragraph (3)(a)(ii), (b)(ii) or (c)(ii) by another person, (b)a person described in described in regulation 7(1)(a), or (c)a person described in any of paragraphs 1 to 4 of schedule 2.","0,0,0,0,0,0,0,0"
(5) A person who has provided passenger information in accordance with paragraph (3)(a) or (b) must provide evidence that they have done so if requested by an immigration officer.,"0,1,0,0,0,0,0,0"
(6) Nothing in this regulation requires P to provide passenger information if the information is not within P’s knowledge or possession or under P’s control.,"0,1,0,0,0,0,0,0"
"(1) This regulation applies where a person (“P”)— (a)arrives in Scotland from outside the common travel area, or (b)arrives in Scotland from elsewhere within the common travel area, and has within the preceding 14 days been outside the common travel area.","0,0,0,0,0,0,0,0"
"(2) P must, on their arrival in Scotland, travel without undue delay to specified premises in Scotland and, except to the extent that a defence would be available under regulation 9(6), must not leave those premises until whichever is the earlier of— (a)the end of the fourteenth day after the day on which they arrived in the common travel area, or (b)their departure from Scotland.","0,1,0,0,0,0,0,0"
"(3) For the purposes of this regulation, the “specified premises” are—
(a)unless paragraph (b) or (c) applies—
(i)an address specified in P’s Passenger Locator Form as the place they intend to stay in for the duration of the period specified in paragraph (2) as required by regulation 3, where P has completed a Passenger Locator Form,
(ii)an address specified as the place they intend to stay for the duration of the period specified in paragraph (2) where P has completed a form equivalent to a Passenger Locator Form pursuant to an enactment in England, Wales or Northern Ireland,
(iii)the premises at which they intend to stay for such part of the period specified in paragraph (2) as will apply while in Scotland where P is a person described in paragraph (1)(b) who has not completed a Passenger Locator Form or equivalent form as described in head (ii),
(iv)the premises at which they intend to stay for such part of the period specified in paragraph (2) as will apply while in Scotland, where P is a person described in paragraph 1 of schedule 2 (other than one described in regulation 7(1)(c)(i)), or
(v)where it is not possible for P to stay at a place in accordance with paragraph (i) to (iv), in accommodation facilitated by the Secretary of State for P for the purposes of paragraph (2),","0,0,0,0,0,0,0,0"
"(b)where P is an asylum seeker, in accommodation provided or arranged under section 4, 95 or 98 of the Immigration and Asylum Act 1999(1), or","0,0,0,0,0,0,0,0"
"(c)where P is a person described in paragraph 9(1) of schedule 10 of the Immigration Act 2016(2) (powers of Secretary of State to enable person to meet bail conditions), in accommodation provided or arranged under that paragraph.","0,0,0,0,0,0,0,0"
"(4) For the purposes of this regulation, where the specified premises are residential premises those premises include any garden, yard, passage, stair, garage, outhouse or other appurtenance of such premises.","0,0,0,0,0,0,0,0"
"(5) Where P is a person described in paragraph 38 of schedule 2, paragraph (3)(a)(i) applies with the modification that the address at which P intends to stay for the purposes of regulation 6(2) must be the named farm (within the meaning of paragraph 38 of schedule 2).","0,0,0,0,0,0,0,0"
"(6) P may not leave, or be outside of, the premises where they are staying in accordance with paragraph (2) in reliance on any reasonable excuse described in regulation 8(4) or (5) of the Health Protection (Coronavirus) (Restrictions) (Scotland) Regulations 2020 (offences and penalties) except to the extent that such excuse falls within the reasons specified in regulation 10(4)(3).","0,1,0,0,0,0,0,0"
"(7) If P is a child, any person who has responsibility for the child must ensure, so far as reasonably practicable, that the child complies with this regulation.","0,0,0,0,0,0,0,0"
(8) Nothing in this regulation affects the operation of any requirement or restriction on P by virtue of schedule 21 of the Coronavirus Act 2020(4) (powers relating to potentially infectious persons) or by virtue of an order made under Part 4 of the Public Health etc. (Scotland) Act 2008(5).,"0,0,0,0,0,0,0,0"
"(1) Where a constable has reasonable grounds for suspecting that a person (“P”) has contravened the requirement in regulation 6(2) the constable may— (a)direct P to return to the place where P is staying in accordance with regulation 6(2),","1,1,0,0,0,0,0,0"
"(1) Where a constable has reasonable grounds for suspecting that a person (“P”) has contravened the requirement in regulation 6(2) the constable may remove P to the place where P is staying in accordance with regulation 6(2), or","1,0,0,0,0,0,0,0"
"(1) Where a constable has reasonable grounds for suspecting that a person (“P”) has contravened the requirement in regulation 6(2) the constable may where it is not practicable or appropriate in the circumstances to take the action in sub-paragraph (a) or (b), remove P to a hotel or other accommodation facilitated by the Secretary of State.","1,0,0,0,0,0,0,0"
(2) Paragraph (1)(b) and (c) do not apply where P is a person described in paragraph 1 of schedule 2.,"0,0,0,0,0,0,0,0"
"(3) A constable exercising the power in paragraph (1) may use reasonable force, if necessary, in doing so.","1,0,0,0,0,0,0,0"
"(4) Where a child is outside of the place where they are staying in accordance with regulation 6(2) and is accompanied by an individual who has responsibility for the child (“A”)— (a)a constable may direct A to take the child to the place where the child is staying in accordance with regulation 6(2), and","1,0,0,0,0,0,0,0"
"(4) Where a child is outside of the place where they are staying in accordance with regulation 6(2) and is accompanied by an individual who has responsibility for the child (“A”) A must, so far as reasonably practicable, ensure that the child complies with any direction or instruction given by a constable to the child.","1,0,0,0,0,0,0,0"
"(5) Where a constable has reasonable grounds for suspecting that a child has repeatedly contravened the requirement in regulation 6(2), the constable may direct any individual who has responsibility for the child to ensure, so far as reasonably practicable, that the child complies with that requirement.","1,0,0,0,0,0,0,0"
"(6) A constable may only exercise a power in paragraph (1), (4), or (5) if the constable considers that it is a necessary and proportionate means of ensuring compliance with the requirement in regulation 6(2).","1,0,0,0,0,0,0,0"
"(7) A constable exercising a power under paragraph (1), (4) or (5) may give to P or A any direction or instruction the constable considers necessary and proportionate.","1,0,0,0,0,0,0,0"
"(1) A person who arrives in England from outside the common travel area must, subject to paragraph (2), provide on the Passenger Locator Form the information set out in Schedule 1 (“passenger information”) on their arrival.","0,1,0,0,0,0,0,0"
"(2) A person who presents at immigration control at the Channel Tunnel shuttle terminal area in France(1), with the intention of boarding a shuttle service destined for the United Kingdom, must provide on the Passenger Locator Form their passenger information on so presenting.","0,1,0,0,0,0,0,0"
"(3) Subject to paragraph (4), a person who arrives in England from within the common travel area who has been outside the common travel area at any time in the period beginning with the 14th day before the date of their arrival in England must provide on the Passenger Locator Form their passenger information on their arrival.","0,1,0,0,0,0,0,0"
"(4) Paragraph (3) does not apply to a person described in that paragraph who arrives in England from Scotland, Wales or Northern Ireland and who has completed a form equivalent to a Passenger Locator Form pursuant to an enactment in Scotland, Wales or Northern Ireland, specifying an address in England where that person intends to self-isolate.","0,0,1,0,0,0,0,0"
"(5) A person who is travelling with a child for whom they have responsibility, must ensure that passenger information is provided in relation to that child on the Passenger Locator Form— (a)on their arrival in England, in the case of a person described in paragraph (1) or (3), or (b)when they present at immigration control, in the case of a person described in paragraph (2).","0,1,0,0,0,0,0,0"
"(6) If a person described in any of paragraphs (1) to (3) provides their passenger information, and any passenger information required by virtue of paragraph (5), on the Passenger Locator Form in the 48 hours before they are required to do so, then they are treated as having complied with those paragraphs (as applicable).","0,1,0,0,0,0,0,0"
(7) A person who has provided passenger information in advance in accordance with paragraph (6) must provide evidence that they have done so if requested by an immigration officer.,"0,1,0,0,0,0,0,0"
"(8) If passenger information changes or becomes available to a person required to self-isolate during that person’s period of self-isolation in England that person must, as soon as reasonably possible take all reasonable steps to complete a Passenger Locator Form, or a new Passenger Locator Form, as the case may be.","0,1,1,0,0,0,0,0"
(9) Nothing in this regulation requires a person to provide any information if that information is not within their possession or control.,"0,0,0,0,0,0,0,0"
(10) A person described in regulation 4(12) or in any of paragraphs 1 to 4 of Schedule 2 is not required to comply with this regulation.,"0,0,0,0,0,0,0,0"
"(11) For the purposes of this regulation, “shuttle service” has the meaning given in section 1(9) of the Channel Tunnel Act 1987(2).","0,0,0,0,0,0,0,0"
"(1) This regulation applies where a person (“P”)— (a)arrives in England from outside the common travel area, or
(b)arrives in England from within the common travel area, and has at any time in the period beginning with the 14th day before the date of their arrival in England, been outside the common travel area.","0,0,0,0,0,0,0,0"
(2) P must remain in isolation from others (“self-isolate”) in accordance with this regulation.,"0,0,1,0,0,0,0,0"
"(3) P must self-isolate— (a)unless sub-paragraph (b) or (c) applies—
(i)in the case of a person described in paragraph (1)(a), at an address specified in P’s Passenger Locator Form as the intended place of self-isolation, as required by regulation 3 and paragraph 2(a) of Schedule 1,
","0,0,1,0,0,0,0,0"
"(3) P must self-isolate (a)unless sub-paragraph (b) or (c) applies— (ii)in the case of a person described in paragraph (1)(b), or a person described in paragraph 1 of Schedule 2 (other than one described in paragraph (13)(a)(i)), at a place at which they intend to self-isolate while in England,","0,0,1,0,0,0,0,0"
"(3) P must self-isolate (a)unless sub-paragraph (b) or (c) applies— (iii)where it is not possible for P to self-isolate in accordance with paragraph (i) or (ii), in accommodation facilitated by the Secretary of State for the purposes of P’s self-isolation,","0,0,1,0,0,0,0,0"
"(3) P must self-isolate 
(b)where P is an asylum seeker, in accommodation provided or arranged under section 4, 95 or 98 of the Immigration and Asylum Act 1999(1),","0,0,1,0,0,0,0,0"
"(3) P must self-isolate (c)where P is a person described in paragraph 9(1) of Schedule 10 to the Immigration Act 2016 (powers of Secretary of State to enable person to meet bail conditions), in accommodation provided or arranged under that paragraph.","0,0,1,0,0,0,0,0"
"(4) The address specified by P in the Passenger Locator Form as the intended place of self-isolation must be—(a)their home,
(b)the home of a friend or family member, or
(c)a hotel, hostel, bed and breakfast accommodation, or other suitable place.","0,0,1,0,0,0,0,0"
"(5) More than one address may be specified in the Passenger Locator Form where— (a)a legal obligation requires P to change addresses, or
(b)it is necessary for P to stay overnight at an address on their arrival in England before travelling directly to another address at which they will be self-isolating.","0,0,0,0,0,0,0,0"
"(6) In paragraph (3)(a)(ii) “a place at which they intend to self-isolate while in England” means—

(a)where the person has completed a Passenger Locator Form, at an intended place of self-isolation specified in that form,
(b)where the person has completed a form equivalent to a Passenger Locator Form pursuant to an enactment in Scotland, Wales or Northern Ireland, at an intended place of self-isolation specified in that form,
(c)in any other case at a place described in paragraph (4)(a) to (c).","0,0,1,0,0,0,0,0"
"(7) P must, on their arrival in England, travel directly to the place at which they are to self-isolate, and must then self-isolate until whichever is the earlier of—

(a)the end of the 14th day after the day on which they arrive in the common travel area, or
(b)their departure from England.","0,0,0,0,0,0,0,0"
"(8) Paragraph (2) does not require P to remain in isolation—
(a)from any person with whom they were travelling when they arrived in England and who is also self-isolating in the place where P is self-isolating,
(b)where P is self-isolating in their home, from any member of their household,
(c)where P is self-isolating in the home of a friend or family member, from any member of the household of that friend or family member.","0,0,1,0,0,0,0,0"
"9) During the period of their self-isolation, P may not leave, or be outside of, the place where P is self-isolating except—
(a)to travel in order to leave England, provided that they do so directly,","0,0,1,0,0,0,0,0"
"(1) Where an authorised person has reasonable grounds to believe that a person (“P”) has left, or is outside of, the place where P is self-isolating in contravention of regulation 4, the authorised person may— (a)direct P to return to the place where P is self-isolating,","1,1,0,0,0,0,0,0"
"(1) Where an authorised person has reasonable grounds to believe that a person (“P”) has left, or is outside of, the place where P is self-isolating in contravention of regulation 4, the authorised person may (b)remove P to the place where P is self-isolating,","1,1,0,0,0,0,0,0"
"(1) Where an authorised person has reasonable grounds to believe that a person (“P”) has left, or is outside of, the place where P is self-isolating in contravention of regulation 4, the authorised person may(c)where it is not practicable or appropriate in the circumstances to take the action in sub-paragraph (a) or (b), remove P to accommodation facilitated by the Secretary of State for the purposes of P’s self-isolation.","1,1,0,0,0,0,0,0"
(2) Paragraph (1)(b) and (c) does not apply where P is a person described in paragraph 1 of Schedule 2.,"0,0,0,0,0,0,0,0"
"(3) An authorised person exercising the power in paragraph (1)(b) or (c) may use reasonable force, if necessary, in the exercise of the power.","1,0,0,0,0,0,0,0"
"(4) Where P is a child, and has left or is outside of, the place where they are self-isolating and accompanied by an individual who has responsibility for them—

(a)an authorised person may direct that individual to take P to the place where P is self-isolating, and","1,0,0,0,0,0,0,0"
"(4) Where P is a child, and has left or is outside of, the place where they are self-isolating and accompanied by an individual who has responsibility for them (b)that individual must, so far as reasonably practicable, ensure that P complies with any direction given by an authorised person to P.","1,0,0,0,0,0,0,0"
"(5) Where P is a child, and an authorised person has reasonable grounds to believe that P is repeatedly failing to comply with regulation 4, the authorised person may direct any individual who has responsibility for P to ensure, so far as reasonably practicable, that P so complies.","1,0,0,0,0,0,0,0"
"(6) An authorised person may only exercise a power in paragraph (1), (4) or (5) if the authorised person considers that it is a necessary and proportionate means of ensuring compliance with regulation 4.","1,0,0,0,0,0,0,0"
"(7) For the purposes of this regulation, “authorised person” means—

(a)a constable, or
(b)a person designated by the Secretary of State for the purposes of this regulation.","0,0,0,0,0,0,0,0"
"(1) A local authority may give a direction under regulation 4(1), 5(1) or 6(1) only if the authority considers that the following conditions are met—

(a)that giving such a direction responds to a serious and imminent threat to public health,","1,0,0,0,0,0,0,0"
"(1) A local authority may give a direction under regulation 4(1), 5(1) or 6(1) only if the authority considers that the following conditions are met (b)that the direction is necessary for the purpose of preventing, protecting against, controlling or providing a public health response to the incidence or spread of infection by coronavirus in the local authority’s area, and","1,0,0,0,0,0,0,0"
"(1) A local authority may give a direction under regulation 4(1), 5(1) or 6(1) only if the authority considers that the following conditions are met (c)that the prohibitions, requirements or restrictions imposed by the direction are a proportionate means of achieving that purpose.","1,0,0,0,0,0,0,0"
"(2) Where a local authority gives a direction under regulation 4(1), 5(1) or 6(1) the local authority must—

(a)notify the Secretary of State as soon as reasonably practicable after the direction is given, and","1,0,0,0,0,0,0,1"
"(2) Where a local authority gives a direction under regulation 4(1), 5(1) or 6(1) the local authority must (b)at least once every 7 days review whether the conditions in paragraph (1) continue to be met.","1,0,0,0,0,0,0,1"
"(3) If on a review of a direction under paragraph (2)(b) a local authority considers that one or more of the conditions in paragraph (1) is no longer met in relation to the direction, the local authority must by notice— (a)revoke the direction without replacement, or","1,0,0,0,0,0,0,1"
"(3) If on a review of a direction under paragraph (2)(b) a local authority considers that one or more of the conditions in paragraph (1) is no longer met in relation to the direction, the local authority must by notice (b)revoke the direction and replace it with a further direction under regulation 4(1), 5(1) or 6(1) in relation to which the local authority considers that the conditions in paragraph (1) are met.","1,0,0,0,0,0,0,1"
"(4) In determining whether to give a direction under regulation 4(1), 5(1) or 6(1) or to revoke such a direction, a local authority must have regard to any advice given to it by its director of public health (or its interim or acting director of public health).","0,0,0,0,0,0,0,1"
"(5) Section 16 of the Interpretation Act 1978(1) applies in relation to the revocation of a direction under regulation 4(1), 5(1) or 6(1) as it applies in relation to the repeal of an enactment.","0,0,0,0,0,0,0,0"
"(1) The Secretary of State may give a direction to a local authority requiring the authority to give a direction under regulation 4(1), 5(1) or 6(1), if the Secretary of State considers that the conditions in regulation 2(1) would be met in relation to the local authority direction.","1,0,0,0,0,0,0,0"
"(2) If the Secretary of State considers that one or more of the conditions in regulation 2(1) is no longer met in relation to a direction under regulation 4(1), 5(1) or 6(1) given by a local authority, the Secretary of State must direct the local authority to—(a)revoke the direction without replacement, or","1,0,0,0,0,0,0,1"
"(2) If the Secretary of State considers that one or more of the conditions in regulation 2(1) is no longer met in relation to a direction under regulation 4(1), 5(1) or 6(1) given by a local authority, the Secretary of State must direct the local authority to (b)revoke the direction and replace it with a further direction under regulation 4(1), 5(1) or 6(1) in relation to which the Secretary of State considers that the conditions in regulation 2(1) would be met.","1,0,0,0,0,0,0,1"
"(3) Where the Secretary of State gives a direction to a local authority under this regulation, regulation 2(1) and (4) do not apply in relation to the giving of a direction by the local authority pursuant to the Secretary of State’s direction.","0,0,0,0,0,0,0,0"
(4) A direction under this regulation may be revoked by the Secretary of State.,"1,0,0,0,0,0,0,0"
"(5) Before giving or revoking a direction under this regulation, the Secretary of State must consult the Chief Medical Officer or one of the Deputy Chief Medical Officers of the Department of Health and Social Care.","1,0,0,0,0,0,0,1"
(6) The powers conferred by this regulation are without prejudice to the power of the Secretary of State under section 71 of the Public Health (Control of Disease) Act 1984.,"0,0,0,0,0,0,0,0"
"(7) A county council for an area for which there is also a district council is to be regarded, with respect to its functions under these Regulations, as a relevant health protection authority for the purposes of the Public Health (Control of Disease) Act 1984.","0,0,0,0,0,0,0,0"
"(1) Subject to regulation 2, a local authority may give a direction imposing prohibitions, requirements or restrictions in relation to the entry into, departure from, or location of persons in, specified premises in the local authority’s area.","1,0,0,0,0,0,0,0"
"(2) A direction under paragraph (1) may be given only for the purposes of— (a)closing the premises,","0,0,0,1,0,0,0,0"
"(2) A direction under paragraph (1) may be given only for the purposes of (b)restricting entry to the premises, or","0,0,0,1,0,0,0,0"
(2) A direction under paragraph (1) may be given only for the purposes of(c)securing restrictions in relation to the location of persons in the premises.,"0,0,0,1,0,0,0,0"
"(3) A local authority may not give a direction under paragraph (1) in relation to— (a)any premises which forms part of essential infrastructure,","0,0,0,1,0,0,0,0"
"(3) A local authority may not give a direction under paragraph (1) in relation to (b)any premises consisting of vehicles, trains, vessels or aircraft used for public transport or the carriage or haulage of goods, or","0,0,0,1,0,0,0,0"
"(3) A local authority may not give a direction under paragraph (1) in relation to (c)a vessel not falling within paragraph (b), where the direction would be likely to have the effect of preventing a change-over of crew.","0,0,0,0,0,0,0,0"
"(4) Before giving a direction under paragraph (1), a local authority must have regard to the need to ensure that members of the public have access to essential public services and goods.","1,0,0,0,0,0,0,1"
"(5) A direction under paragraph (1) may only have the effect of imposing a prohibition, requirement or restriction on— (a)the owner or any occupier of premises to which the direction relates, and","0,0,1,0,0,0,0,0"
"(5) A direction under paragraph (1) may only have the effect of imposing a prohibition, requirement or restriction on (b)any other person involved in managing entry into, or departure from, such premises or the location of persons in them.","0,0,1,0,0,0,0,0"
"(6) A direction under paragraph (1) may impose a prohibition, requirement or restriction by reference to, among other things—
(a)the number of persons in the premises,
(b)the purpose for which a person is in the premises, and
(c)the facilities in the premises.","0,0,1,0,0,0,0,0"
"(7) A direction under paragraph (1) must— (a)state the date and time on which the prohibition, requirement or restriction comes into effect, and the date and time on which it will end, and
(b)give details of the right of appeal to a magistrates’ court, and the time within which such an appeal may be brought.","0,0,1,0,0,0,0,1"
"(8) Where a local authority gives a direction under paragraph (1) it must take reasonable steps to give advance notice of the direction to —
(a)a person carrying on a business from the premises to which the direction relates, and
(b)if different, any person who owns or occupies the premises.","0,0,1,0,0,0,0,0"
"(9) A person on whom a direction under paragraph (1) imposes a prohibition, requirement or restriction may—
(a)appeal against the direction to a magistrates’ court by way of complaint for an order and the Magistrates’ Courts Act 1980(1) applies to the proceedings, and
(b)make representations to the Secretary of State about the direction.","0,0,1,0,0,0,0,1"
"(10) On an appeal against a direction under paragraph (1) in a case where the direction was made pursuant to a direction of the Secretary of State under regulation 3, a summons is to be issued to both the Secretary of State and the local authority.","0,0,0,0,0,0,0,0"
"(1) Subject to regulation 2, a local authority may give a direction imposing prohibitions, requirements or restrictions in relation to the holding of an event in its area.","1,0,0,0,0,0,0,0"
"(2) A direction under paragraph (1) may be given in relation to—
(a)a specified event, or
(b)events of a specified description.","0,0,0,1,0,0,0,0"
"(3) A direction under paragraph (1) may only have the effect of imposing prohibitions, requirements or restrictions on—
(a)the owner or any occupier of premises for an event to which the direction relates,
(b)the organiser of such an event, and
(c)any other person involved in holding such an event.","0,0,0,1,0,0,0,0"
"(4) A direction under paragraph (1) may, among other things, impose requirements about informing persons who may be planning to attend an event of any prohibitions, requirements or restrictions imposed in relation to the holding of it.","0,0,0,1,0,0,0,0"
"(5) For the purposes of paragraph (2), events may be described—
(a)by reference to a number of people attending the event,
(b)by reference to a requirement for medical or emergency services to attend the event, or
(c)in any other way.","0,0,0,1,0,0,0,0"
"(6) The reference in paragraph (3)(c) to a person involved in the holding of an event does not include a person whose only involvement in the event is, or would be, by attendance at the event.","0,0,0,0,0,0,0,0"
"(7) A direction under paragraph (1) imposing a prohibition, requirement or restriction must—
(a)state the date and time on which the prohibition, requirement or restriction comes into effect, and the date and time on which it will end, and
(b)give details of the right of appeal to a magistrates’ court, and the time within which such an appeal may be brought.","0,0,0,1,0,0,0,1"
"(8) Where a local authority gives a direction under paragraph (1) it must take reasonable steps to give advance notice of the direction to —( a)the organiser of the event, and
(b)if different, any person who owns or occupies the premises for the event.","1,0,0,1,0,0,0,0"
"(9) A person on whom a direction under paragraph (1) imposes a prohibition, requirement or restriction may—
(a)appeal against the direction to a magistrates’ court by way of complaint for an order and the Magistrates’ Courts Act 1980 applies to the proceedings, and
(b)make representations to the Secretary of State about the direction.","0,0,0,1,0,0,0,1"
